,WnvPresent
876,0.99340116257
877,0.999725678648
878,0.99340116257
879,0.99340116257
880,0.99340116257
881,0.98012999816
882,0.99340116257
883,0.970254302158
884,0.99340116257
885,0.999725678648
886,0.99340116257
887,0.99340116257
888,0.99340116257
889,0.98012999816
890,0.99340116257
891,0.970254302158
892,0.99340116257
893,0.999725678648
894,0.99340116257
895,0.99340116257
896,0.99340116257
897,0.98012999816
898,0.99340116257
899,0.970254302158
900,0.99340116257
901,0.999725678648
902,0.99340116257
903,0.99340116257
904,0.99340116257
905,0.986354718423
906,0.995487536086
907,0.979508121327
908,0.995487536086
909,0.999812788466
910,0.995487536086
911,0.995487536086
912,0.995487536086
913,0.986354718423
914,0.995487536086
915,0.979508121327
916,0.995487536086
917,0.999812788466
918,0.995487536086
919,0.995487536086
920,0.995487536086
921,0.986354718423
922,0.995487536086
923,0.979508121327
924,0.995487536086
925,0.999812788466
926,0.995487536086
927,0.995487536086
928,0.995487536086
929,0.986354718423
930,0.995487536086
931,0.979508121327
932,0.995487536086
933,0.999812788466
934,0.995487536086
935,0.995487536086
936,0.995487536086
937,0.986354718423
938,0.995487536086
939,0.979508121327
940,0.995487536086
941,0.999812788466
942,0.995487536086
943,0.995487536086
944,0.995487536086
945,0.986354718423
946,0.995487536086
947,0.979508121327
948,0.995487536086
949,0.999812788466
950,0.995487536086
951,0.995487536086
952,0.995487536086
953,0.986354718423
954,0.995487536086
955,0.979508121327
956,0.995487536086
957,0.999812788466
958,0.995487536086
959,0.995487536086
960,0.995487536086
961,0.986354718423
962,0.995487536086
963,0.979508121327
964,0.995487536086
965,0.999812788466
966,0.995487536086
967,0.995487536086
968,0.995487536086
969,0.986354718423
970,0.995487536086
971,0.979508121327
972,0.995487536086
973,0.999812788466
974,0.995487536086
975,0.995487536086
976,0.995487536086
977,0.986354718423
978,0.995487536086
979,0.979508121327
980,0.995487536086
981,0.999812788466
982,0.995487536086
983,0.995487536086
984,0.995487536086
985,0.986354718423
986,0.995487536086
987,0.979508121327
988,0.995487536086
989,0.999812788466
990,0.995487536086
991,0.995487536086
992,0.995487536086
993,0.986354718423
994,0.995487536086
995,0.979508121327
996,0.995487536086
997,0.999812788466
998,0.995487536086
999,0.995487536086
1000,0.995487536086
1001,0.986354718423
1002,0.995487536086
1003,0.979508121327
1004,0.995487536086
1005,0.999812788466
1006,0.995487536086
1007,0.995487536086
1008,0.995487536086
1009,0.986354718423
1010,0.995487536086
1011,0.979508121327
1012,0.995487536086
1013,0.999812788466
1014,0.995487536086
1015,0.995487536086
1016,0.995487536086
1017,0.986354718423
1018,0.995487536086
1019,0.979508121327
1020,0.995487536086
1021,0.999812788466
1022,0.995487536086
1023,0.995487536086
1024,0.995487536086
1025,0.986354718423
1026,0.995487536086
1027,0.979508121327
1028,0.995487536086
1029,0.999812788466
1030,0.995487536086
1031,0.995487536086
1032,0.995487536086
1033,0.986354718423
1034,0.995487536086
1035,0.979508121327
1036,0.995487536086
1037,0.999812788466
1038,0.995487536086
1039,0.995487536086
1040,0.995487536086
1041,0.986354718423
1042,0.995487536086
1043,0.979508121327
1044,0.995487536086
1045,0.999812788466
1046,0.995487536086
1047,0.995487536086
1048,0.995487536086
1049,0.986354718423
1050,0.995487536086
1051,0.979508121327
1052,0.995487536086
1053,0.999812788466
1054,0.995487536086
1055,0.995487536086
1056,0.995487536086
1057,0.986354718423
1058,0.995487536086
1059,0.979508121327
1060,0.995487536086
1061,0.999812788466
1062,0.995487536086
1063,0.995487536086
1064,0.995487536086
1065,0.986354718423
1066,0.986354718423
1067,0.995487536086
1068,0.979508121327
1069,0.995487536086
1070,0.999812788466
1071,0.995487536086
1072,0.995487536086
1073,0.995487536086
1074,0.986354718423
1075,0.995487536086
1076,0.979508121327
1077,0.995487536086
1078,0.999812788466
1079,0.995487536086
1080,0.995487536086
1081,0.995487536086
1082,0.986354718423
1083,0.995487536086
1084,0.979508121327
1085,0.995487536086
1086,0.999812788466
1087,0.995487536086
1088,0.995487536086
1089,0.995487536086
1090,0.986354718423
1091,0.995487536086
1092,0.979508121327
1093,0.995487536086
1094,0.999812788466
1095,0.995487536086
1096,0.995487536086
1097,0.995487536086
1098,0.986354718423
1099,0.995487536086
1100,0.979508121327
1101,0.995487536086
1102,0.999812788466
1103,0.995487536086
1104,0.995487536086
1105,0.995487536086
1106,0.986354718423
1107,0.995487536086
1108,0.979508121327
1109,0.995487536086
1110,0.999812788466
1111,0.995487536086
1112,0.995487536086
1113,0.995487536086
1114,0.986354718423
1115,0.995487536086
1116,0.979508121327
1117,0.995487536086
1118,0.999812788466
1119,0.995487536086
1120,0.995487536086
1121,0.995487536086
1122,0.986354718423
1123,0.995487536086
1124,0.979508121327
1125,0.995487536086
1126,0.999812788466
1127,0.995487536086
1128,0.995487536086
1129,0.995487536086
1130,0.961926986915
1131,0.987197123396
1132,0.943525408512
1133,0.987197123396
1134,0.999464564602
1135,0.987197123396
1136,0.987197123396
1137,0.987197123396
1138,0.961926986915
1139,0.987197123396
1140,0.943525408512
1141,0.987197123396
1142,0.999464564602
1143,0.987197123396
1144,0.987197123396
1145,0.987197123396
1146,0.961926986915
1147,0.987197123396
1148,0.943525408512
1149,0.987197123396
1150,0.999464564602
1151,0.987197123396
1152,0.987197123396
1153,0.987197123396
1154,0.961926986915
1155,0.987197123396
1156,0.943525408512
1157,0.987197123396
1158,0.999464564602
1159,0.987197123396
1160,0.987197123396
1161,0.987197123396
1162,0.961926986915
1163,0.987197123396
1164,0.943525408512
1165,0.987197123396
1166,0.999464564602
1167,0.987197123396
1168,0.987197123396
1169,0.987197123396
1170,0.961926986915
1171,0.987197123396
1172,0.943525408512
1173,0.987197123396
1174,0.999464564602
1175,0.987197123396
1176,0.987197123396
1177,0.987197123396
1178,0.961926986915
1179,0.987197123396
1180,0.943525408512
1181,0.987197123396
1182,0.999464564602
1183,0.987197123396
1184,0.987197123396
1185,0.987197123396
1186,0.961926986915
1187,0.987197123396
1188,0.943525408512
1189,0.987197123396
1190,0.999464564602
1191,0.987197123396
1192,0.987197123396
1193,0.987197123396
1194,0.961926986915
1195,0.987197123396
1196,0.943525408512
1197,0.987197123396
1198,0.999464564602
1199,0.987197123396
1200,0.987197123396
1201,0.987197123396
1202,0.961926986915
1203,0.987197123396
1204,0.943525408512
1205,0.987197123396
1206,0.999464564602
1207,0.987197123396
1208,0.987197123396
1209,0.987197123396
1210,0.961926986915
1211,0.987197123396
1212,0.943525408512
1213,0.987197123396
1214,0.999464564602
1215,0.987197123396
1216,0.987197123396
1217,0.987197123396
1218,0.961926986915
1219,0.987197123396
1220,0.943525408512
1221,0.987197123396
1222,0.999464564602
1223,0.987197123396
1224,0.987197123396
1225,0.987197123396
1226,0.961926986915
1227,0.987197123396
1228,0.943525408512
1229,0.987197123396
1230,0.999464564602
1231,0.987197123396
1232,0.987197123396
1233,0.987197123396
1234,0.961926986915
1235,0.987197123396
1236,0.943525408512
1237,0.987197123396
1238,0.999464564602
1239,0.987197123396
1240,0.987197123396
1241,0.987197123396
1242,0.961926986915
1243,0.987197123396
1244,0.943525408512
1245,0.987197123396
1246,0.999464564602
1247,0.987197123396
1248,0.987197123396
1249,0.987197123396
1250,0.961926986915
1251,0.987197123396
1252,0.943525408512
1253,0.987197123396
1254,0.999464564602
1255,0.987197123396
1256,0.987197123396
1257,0.987197123396
1258,0.961926986915
1259,0.987197123396
1260,0.943525408512
1261,0.987197123396
1262,0.999464564602
1263,0.987197123396
1264,0.987197123396
1265,0.987197123396
1266,0.961926986915
1267,0.987197123396
1268,0.943525408512
1269,0.987197123396
1270,0.999464564602
1271,0.987197123396
1272,0.987197123396
1273,0.987197123396
1274,0.961926986915
1275,0.987197123396
1276,0.943525408512
1277,0.987197123396
1278,0.999464564602
1279,0.987197123396
1280,0.987197123396
1281,0.987197123396
1282,0.961926986915
1283,0.987197123396
1284,0.943525408512
1285,0.987197123396
1286,0.999464564602
1287,0.987197123396
1288,0.987197123396
1289,0.987197123396
1290,0.961926986915
1291,0.987197123396
1292,0.943525408512
1293,0.987197123396
1294,0.999464564602
1295,0.987197123396
1296,0.987197123396
1297,0.987197123396
1298,0.961926986915
1299,0.987197123396
1300,0.943525408512
1301,0.987197123396
1302,0.999464564602
1303,0.987197123396
1304,0.987197123396
1305,0.987197123396
1306,0.961926986915
1307,0.987197123396
1308,0.943525408512
1309,0.987197123396
1310,0.999464564602
1311,0.987197123396
1312,0.987197123396
1313,0.987197123396
1314,0.961926986915
1315,0.987197123396
1316,0.943525408512
1317,0.987197123396
1318,0.999464564602
1319,0.987197123396
1320,0.987197123396
1321,0.987197123396
1322,0.961926986915
1323,0.987197123396
1324,0.943525408512
1325,0.987197123396
1326,0.999464564602
1327,0.987197123396
1328,0.987197123396
1329,0.987197123396
1330,0.961926986915
1331,0.987197123396
1332,0.943525408512
1333,0.987197123396
1334,0.999464564602
1335,0.987197123396
1336,0.987197123396
1337,0.987197123396
1338,0.961926986915
1339,0.987197123396
1340,0.943525408512
1341,0.987197123396
1342,0.999464564602
1343,0.987197123396
1344,0.987197123396
1345,0.987197123396
1346,0.961926986915
1347,0.987197123396
1348,0.943525408512
1349,0.987197123396
1350,0.999464564602
1351,0.987197123396
1352,0.987197123396
1353,0.987197123396
1354,0.973903909645
1355,0.991296549332
1356,0.961056703638
1357,0.991296549332
1358,0.999637451264
1359,0.991296549332
1360,0.991296549332
1361,0.991296549332
1362,0.973903909645
1363,0.991296549332
1364,0.961056703638
1365,0.991296549332
1366,0.999637451264
1367,0.991296549332
1368,0.991296549332
1369,0.991296549332
1370,0.973903909645
1371,0.991296549332
1372,0.961056703638
1373,0.991296549332
1374,0.999637451264
1375,0.991296549332
1376,0.991296549332
1377,0.991296549332
1378,0.973903909645
1379,0.991296549332
1380,0.961056703638
1381,0.991296549332
1382,0.999637451264
1383,0.991296549332
1384,0.991296549332
1385,0.991296549332
1386,0.973903909645
1387,0.991296549332
1388,0.961056703638
1389,0.991296549332
1390,0.999637451264
1391,0.991296549332
1392,0.991296549332
1393,0.991296549332
1394,0.973903909645
1395,0.991296549332
1396,0.961056703638
1397,0.991296549332
1398,0.999637451264
1399,0.991296549332
1400,0.991296549332
1401,0.991296549332
1402,0.973903909645
1403,0.991296549332
1404,0.961056703638
1405,0.991296549332
1406,0.999637451264
1407,0.991296549332
1408,0.991296549332
1409,0.991296549332
1410,0.973903909645
1411,0.991296549332
1412,0.961056703638
1413,0.991296549332
1414,0.999637451264
1415,0.991296549332
1416,0.991296549332
1417,0.991296549332
1418,0.973903909645
1419,0.991296549332
1420,0.961056703638
1421,0.991296549332
1422,0.999637451264
1423,0.991296549332
1424,0.991296549332
1425,0.991296549332
1426,0.973903909645
1427,0.991296549332
1428,0.961056703638
1429,0.991296549332
1430,0.999637451264
1431,0.991296549332
1432,0.991296549332
1433,0.991296549332
1434,0.973903909645
1435,0.991296549332
1436,0.961056703638
1437,0.991296549332
1438,0.999637451264
1439,0.991296549332
1440,0.991296549332
1441,0.991296549332
1442,0.973903909645
1443,0.991296549332
1444,0.961056703638
1445,0.991296549332
1446,0.999637451264
1447,0.991296549332
1448,0.991296549332
1449,0.991296549332
1450,0.973903909645
1451,0.991296549332
1452,0.961056703638
1453,0.991296549332
1454,0.999637451264
1455,0.991296549332
1456,0.991296549332
1457,0.991296549332
1458,0.973903909645
1459,0.991296549332
1460,0.961056703638
1461,0.991296549332
1462,0.999637451264
1463,0.991296549332
1464,0.991296549332
1465,0.991296549332
1466,0.973903909645
1467,0.991296549332
1468,0.961056703638
1469,0.991296549332
1470,0.999637451264
1471,0.991296549332
1472,0.991296549332
1473,0.991296549332
1474,0.973903909645
1475,0.991296549332
1476,0.961056703638
1477,0.991296549332
1478,0.999637451264
1479,0.991296549332
1480,0.991296549332
1481,0.991296549332
1482,0.973903909645
1483,0.991296549332
1484,0.961056703638
1485,0.991296549332
1486,0.999637451264
1487,0.991296549332
1488,0.991296549332
1489,0.991296549332
1490,0.973903909645
1491,0.991296549332
1492,0.961056703638
1493,0.991296549332
1494,0.999637451264
1495,0.991296549332
1496,0.991296549332
1497,0.991296549332
1498,0.973903909645
